Collection,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Marine Layer-men,ls-brushed-oxford-shirt-dusty-lavender,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/TN_b2ef1322-64ba-4cab-a6ca-6fa9e626478f.jpg?v=1572043070,2,,,,,,,,,,,,,,,,,,,,,,
Marine Layer-men,ls-brushed-oxford-shirt-dusty-lavender,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/TN2_00348e55-7585-41a6-9007-635417b15788.jpg?v=1572043070,3,,,,,,,,,,,,,,,,,,,,,,
Marine Layer-men,ls-brushed-oxford-shirt-dusty-lavender,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/TN3_20bf7751-7fa1-4b56-ac84-28535fb54cb4.jpg?v=1572043070,4,,,,,,,,,,,,,,,,,,,,,,
Marine Layer-men,ls-brushed-oxford-shirt-dusty-lavender,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/TN4_fbbee439-f6f6-4cc9-8192-87af7e2bac59.jpg?v=1572043070,5,,,,,,,,,,,,,,,,,,,,,,
Marine Layer-men,organic-handsome-jack-faded-navy-plaid,Handsome Jack Button Down in Faded Navy Plaid,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>•	Organic cotton!\n	•	Brushed for softness\n	•	Named after an old (handsome) friend</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free US shipping and free returns.</sectionBody></section></sections>",Marine Layer-men,Mens - Wovens - All,"marine layer, new, buttondowns",,Title, Default Title,Link,https://www.marinelayer.com/collections/mens/products/organic-handsome-jack-faded-navy-plaid,,,,1,,deny,manual,125,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/mens-handsome-jack-button-down-thumb.jpg?v=1566503545,1,,FALSE,,,,,,,,,,,,,,,,,,,,
Marine Layer-men,organic-handsome-jack-faded-navy-plaid,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/TN_05dfbcb2-ee7b-4647-a98c-fbe15d1a47b6.jpg?v=1566503545,2,,,,,,,,,,,,,,,,,,,,,,
Marine Layer-men,organic-handsome-jack-faded-navy-plaid,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/handsome_jack_buttondown_for_reals_this_time-11027-FInal-tn.jpg?v=1566503545,3,,,,,,,,,,,,,,,,,,,,,,
Marine Layer-men,organic-handsome-jack-faded-navy-plaid,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/TN2_6bba3e87-f7a2-4688-b4a3-aef2e42fb962.jpg?v=1566503545,4,,,,,,,,,,,,,,,,,,,,,,
Marine Layer-men,ls-corduroy-overshirt-light-indigo,Max Overshirt in Light Indigo,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>•	Double-brushed cord\n	•	Wear it as a shirt\n	•	Or an OVER shirt</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free US shipping and free returns.</sectionBody></section></sections>",Marine Layer-men,Mens - Wovens - All,"marine layer, new, outerwear, buttondowns, best",,Title, Default Title,Link,https://www.marinelayer.com/collections/mens/products/ls-corduroy-overshirt-light-indigo,,,,1,,deny,manual,145,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/mens-max-overshirt-light-indigo-thumb.jpg?v=1567801982,1,,FALSE,,,,,,,,,,,,,,,,,,,,
Marine Layer-men,ls-corduroy-overshirt-light-indigo,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/Untitled-1_c552739d-509a-42ee-a56b-2404ef099e0e.jpg?v=1567801982,2,,,,,,,,,,,,,,,,,,,,,,
Marine Layer-men,ls-corduroy-overshirt-light-indigo,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/max_overshirt-11448-Final-TN.jpg?v=1567801982,3,,,,,,,,,,,,,,,,,,,,,,
Marine Layer-men,ls-corduroy-overshirt-light-indigo,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/9103/products/TN_5ddbc49c-cf75-43f1-a010-5b67a3e1a2d6.jpg?v=1567801982,4,,,,,,,,,,,,,,,,,,,,,,
