Collection,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Taylrd-men,pima-cotton-henley-navy,Navy | Pima Cotton Henley,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Experience extreme comfort with the lightweight and ultra-soft Pima Cotton Henley. Perfect for a trip into town or for lounging around. Fabric: 100% Lightweight Pima Cotton. Features: Loose knit, textured, wrinkle-resistant, breathable, reinforced 3-button closure, pre-shrunk, ultra-soft.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Model is 6'1"" and wears a medium slim.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping on order over $75 and free 30-day returns on purchase.</sectionBody></section></sections>",Taylrd-men,Long Sleeve Henley,"taylrd, top, henley",,Title, Default Title,Link,https://www.taylrdclothing.com/products/pima-cotton-henley-navy,,,,1,,deny,manual,29,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1679-min.jpg?v=1571430176,1,,FALSE,,,,,,,,,,,,,,,,,,,,
Taylrd-men,pima-cotton-henley-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1693-min.jpg?v=1571430176,2,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,pima-cotton-henley-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1698-min.jpg?v=1571430176,3,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,pima-cotton-henley-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1705-min.jpg?v=1571430176,4,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,pima-cotton-henley-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1705-min_72d47607-30a9-4768-a441-4d2ca6dd7e26.jpg?v=1573438005,5,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,two-toned-blue-brushed-button-down,Two-Toned Blue | Brushed Button Down,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Click the buy button for more info. Fabric: 100% CottonFit Options:Standard Fit – Roomy in shoulders and biceps. Wider than a slim fit, giving the body moderately more space around chest and down through the waist. Features: 1-Sided Brushed Cotton</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Model: Model is 6'2"" and wears a medium slimFabric: 100% CottonFit Options:Standard Fit – Roomy in shoulders and biceps. Wider than a slim fit, giving the body moderately more space around chest and down through the waist.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Free shipping on order over $75 and free 30-day returns on purchase.</sectionBody></section></sections>",Taylrd-men,Brushed Button Down,"taylrd, top, buttondown",,Title, Default Title,Link,https://www.taylrdclothing.com/products/two-toned-blue-brushed-button-down,,,,1,,deny,manual,65,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1307-min.jpg?v=1571262813,1,,FALSE,,,,,,,,,,,,,,,,,,,,
Taylrd-men,two-toned-blue-brushed-button-down,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1318-min.jpg?v=1571262813,2,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,two-toned-blue-brushed-button-down,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1328-min.jpg?v=1571262813,3,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,two-toned-blue-brushed-button-down,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1331-min.jpg?v=1571262813,4,,,,,,,,,,,,,,,,,,,,,,
Taylrd-men,two-toned-blue-brushed-button-down,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1632/0523/products/Taylrd-Clothing-FAll-2019-1331-min_d044118c-dfce-4228-befb-f577ce7c1436.jpg?v=1571262814,5,,,,,,,,,,,,,,,,,,,,,,
